order_id,order_date,ship_date,ship_mode,customer_name,segment,state,country,market,region,product_id,category,sub_category,product_name,sales,quantity,discount,profit,shipping_cost,order_priority,year
EG-2014-5490,2014-12-16,2014-12-20,Standard Class,Keith Herrera,Consumer,Al Iskandariyah,Egypt,Africa,Africa,OFF-CAR-10000202,Office Supplies,Binders,"Cardinal Binding Machine, Clear",49,1,0.0,19.68,2.18,Medium,2014
ID-2014-71403,2014-12-16,2014-12-20,Standard Class,Luke Schmidt,Corporate,Jawa Barat,Indonesia,APAC,Southeast Asia,OFF-PA-10004380,Office Supplies,Paper,"SanDisk Memo Slips, Multicolor",19,2,0.47,-12.9066,1.3,Medium,2014
IZ-2014-4610,2014-12-16,2014-12-21,Second Class,Jenna Caffey,Consumer,Arbil,Iraq,EMEA,EMEA,TEC-BEL-10002678,Technology,Accessories,"Belkin Memory Card, Erganomic",113,1,0.0,56.31,8.12,Medium,2014
ES-2014-1314291,2014-12-16,2014-12-22,Standard Class,Randy Bradley,Consumer,Lorraine,France,EU,Central,OFF-FA-10001783,Office Supplies,Fasteners,"Stockwell Rubber Bands, Metal",83,5,0.0,39.9,5.73,Medium,2014
MX-2014-152345,2014-12-16,2014-12-19,First Class,John Dryer,Consumer,Masaya,Nicaragua,LATAM,Central,OFF-PA-10001878,Office Supplies,Paper,"Enermax Cards & Envelopes, Premium",63,2,0.0,7.52,8.5,High,2014
IN-2014-35507,2014-12-16,2014-12-17,First Class,Alice McCarthy,Corporate,Chittagong,Bangladesh,APAC,Central Asia,OFF-FA-10000746,Office Supplies,Fasteners,"Advantus Thumb Tacks, 12 Pack",78,6,0.0,5.4,21.97,Critical,2014
ES-2014-1314291,2014-12-16,2014-12-22,Standard Class,Randy Bradley,Consumer,Lorraine,France,EU,Central,OFF-ST-10004367,Office Supplies,Storage,"Rogers Trays, Blue",278,5,0.1,61.56,22.16,Medium,2014
MX-2014-112214,2014-12-16,2014-12-22,Standard Class,Robert Waldorf,Consumer,Santa Ana,El Salvador,LATAM,Central,TEC-PH-10002816,Technology,Phones,"Samsung Signal Booster, Cordless",465,5,0.0,148.7,23.19,Medium,2014
IN-2014-62135,2014-12-16,2014-12-21,Standard Class,Parhena Norris,Home Office,Karnataka,India,APAC,Central Asia,FUR-CH-10004826,Furniture,Chairs,"Hon Steel Folding Chair, Set of Two",418,5,0.0,204.9,26.42,Medium,2014
ID-2014-71403,2014-12-16,2014-12-20,Standard Class,Luke Schmidt,Corporate,Jawa Barat,Indonesia,APAC,Southeast Asia,FUR-CH-10003836,Furniture,Chairs,"Harbour Creations Rocking Chair, Red",322,3,0.27,-4.4829,28.35,Medium,2014
ID-2014-84661,2014-12-16,2014-12-21,Second Class,Resi Pölking,Consumer,Auckland,New Zealand,APAC,Oceania,FUR-BO-10001362,Furniture,Bookcases,"Ikea Classic Bookcase, Metal",493,2,0.4,-205.608,35.6,Medium,2014
ES-2014-2468091,2014-12-16,2014-12-16,Same Day,Michael Chen,Consumer,Ile-de-France,France,EU,Central,OFF-BI-10000346,Office Supplies,Binders,"Ibico 3-Hole Punch, Clear",90,3,0.0,35.82,19.31,High,2014
ES-2014-2606695,2014-12-16,2014-12-21,Standard Class,Michelle Moray,Consumer,England,United Kingdom,EU,North,OFF-ST-10001818,Office Supplies,Storage,"Smead Trays, Blue",388,8,0.0,50.4,37.23,Medium,2014
ES-2014-2468091,2014-12-16,2014-12-16,Same Day,Michael Chen,Consumer,Ile-de-France,France,EU,Central,TEC-AC-10000657,Technology,Accessories,"Enermax Memory Card, Bluetooth",229,2,0.0,36.6,63.82,High,2014
ID-2014-71403,2014-12-16,2014-12-20,Standard Class,Luke Schmidt,Corporate,Jawa Barat,Indonesia,APAC,Southeast Asia,OFF-AP-10002351,Office Supplies,Appliances,"Hamilton Beach Refrigerator, Silver",831,2,0.17,230.3808,65.91,Medium,2014
ES-2014-5249912,2014-12-16,2014-12-23,Standard Class,Shirley Daniels,Home Office,England,United Kingdom,EU,North,OFF-ST-10001758,Office Supplies,Storage,"Rogers Lockers, Blue",1058,5,0.0,73.95,111.93,Medium,2014
IN-2014-11231,2014-12-16,2014-12-19,First Class,Cari Sayre,Corporate,Uttarakhand,India,APAC,Central Asia,FUR-BO-10000676,Furniture,Bookcases,"Bush Stackable Bookrack, Pine",630,5,0.0,31.5,181.05,Critical,2014
IN-2014-11231,2014-12-16,2014-12-19,First Class,Cari Sayre,Corporate,Uttarakhand,India,APAC,Central Asia,FUR-TA-10001205,Furniture,Tables,"Chromcraft Wood Table, Rectangular",1920,4,0.0,652.92,592.77,Critical,2014
IT-2014-4010610,2014-12-16,2014-12-20,Standard Class,Emily Ducich,Home Office,England,United Kingdom,EU,North,OFF-AR-10000399,Office Supplies,Art,"Stanley Canvas, Water Color",105,2,0.0,46.32,8.22,High,2014
IZ-2014-4610,2014-12-16,2014-12-21,Second Class,Jenna Caffey,Consumer,Arbil,Iraq,EMEA,EMEA,FUR-OFF-10001132,Furniture,Chairs,"Office Star Swivel Stool, Adjustable",353,2,0.0,35.28,47.39,Medium,2014
MX-2014-135167,2014-12-16,2014-12-20,Second Class,Chuck Magee,Consumer,Chiapas,Mexico,LATAM,North,OFF-SU-10004643,Office Supplies,Supplies,"Elite Trimmer, Easy Grip",173,6,0.0,43.2,19.03,Medium,2014
ES-2014-5735654,2014-12-16,2014-12-20,Standard Class,Steven Ward,Corporate,England,United Kingdom,EU,North,TEC-AC-10000097,Technology,Accessories,"Memorex Keyboard, Bluetooth",214,3,0.0,29.88,36.97,High,2014
ES-2014-3655961,2014-12-16,2014-12-21,Standard Class,Phillip Breyer,Corporate,Ile-de-France,France,EU,Central,OFF-ST-10001999,Office Supplies,Storage,"Tenex Folders, Wire Frame",261,13,0.1,109.863,18.42,Medium,2014
CA-2014-154116,2014-12-16,2014-12-20,Standard Class,Khloe Miller,Consumer,California,United States,US,West,TEC-PH-10000675,Technology,Phones,Panasonic KX TS3282B Corded phone,197,3,0.2,14.7582,18.43,High,2014
IT-2014-1737279,2014-12-16,2014-12-20,Standard Class,Barry Französisch,Corporate,Champagne-Ardenne,France,EU,Central,OFF-AR-10004115,Office Supplies,Art,"Sanford Markers, Blue",81,7,0.5,-50.505,8.69,Medium,2014
EG-2014-5490,2014-12-16,2014-12-20,Standard Class,Keith Herrera,Consumer,Al Iskandariyah,Egypt,Africa,Africa,FUR-TEN-10000986,Furniture,Furnishings,"Tenex Frame, Duo Pack",110,1,0.0,8.79,9.37,Medium,2014
ES-2014-3655961,2014-12-16,2014-12-21,Standard Class,Phillip Breyer,Corporate,Ile-de-France,France,EU,Central,TEC-AC-10004679,Technology,Accessories,"Enermax Flash Drive, Programmable",129,3,0.0,46.44,9.6,Medium,2014
SU-2014-7720,2014-12-16,2014-12-21,Second Class,Naresj Patel,Consumer,White Nile,Sudan,Africa,Africa,OFF-SAN-10004288,Office Supplies,Art,"Sanford Sketch Pad, Blue",91,2,0.0,2.7,9.61,Medium,2014
SA-2014-2790,2014-12-16,2014-12-20,Standard Class,Richard Eichhorn,Consumer,Ar Riyad,Saudi Arabia,EMEA,EMEA,FUR-HAR-10001792,Furniture,Chairs,"Harbour Creations Bag Chairs, Red",123,2,0.0,52.98,10.38,High,2014
ID-2014-84661,2014-12-16,2014-12-21,Second Class,Resi Pölking,Consumer,Auckland,New Zealand,APAC,Oceania,TEC-PH-10000611,Technology,Phones,"Samsung Signal Booster, VoIP",164,2,0.4,-95.724,12.61,Medium,2014
ID-2014-84661,2014-12-16,2014-12-21,Second Class,Resi Pölking,Consumer,Auckland,New Zealand,APAC,Oceania,FUR-CH-10004751,Furniture,Chairs,"Hon Steel Folding Chair, Black",95,2,0.4,-41.112,9.87,Medium,2014
ES-2014-5249912,2014-12-16,2014-12-23,Standard Class,Shirley Daniels,Home Office,England,United Kingdom,EU,North,OFF-AR-10000319,Office Supplies,Art,"Binney & Smith Canvas, Fluorescent",158,3,0.0,29.97,13.8,Medium,2014
ES-2014-3655961,2014-12-16,2014-12-21,Standard Class,Phillip Breyer,Corporate,Ile-de-France,France,EU,Central,OFF-ST-10003204,Office Supplies,Storage,"Tenex Trays, Industrial",197,4,0.1,-0.036,13.85,Medium,2014
IT-2014-4010610,2014-12-16,2014-12-20,Standard Class,Emily Ducich,Home Office,England,United Kingdom,EU,North,FUR-FU-10002019,Furniture,Furnishings,"Eldon Photo Frame, Black",122,3,0.3,-20.979,14.16,High,2014
IN-2014-77605,2014-12-16,2014-12-16,Same Day,Kelly Lampkin,Corporate,Ho Chí Minh City,Vietnam,APAC,Southeast Asia,OFF-SU-10003483,Office Supplies,Supplies,"Fiskars Letter Opener, Easy Grip",139,6,0.17,28.3914,14.88,Medium,2014
ID-2014-84661,2014-12-16,2014-12-21,Second Class,Resi Pölking,Consumer,Auckland,New Zealand,APAC,Oceania,FUR-CH-10002316,Furniture,Chairs,"Harbour Creations Bag Chairs, Red",148,4,0.4,-4.992,16.92,Medium,2014
ES-2014-2823477,2014-12-16,2014-12-16,Same Day,Maya Herman,Corporate,Ile-de-France,France,EU,Central,OFF-FA-10003818,Office Supplies,Fasteners,"Stockwell Staples, 12 Pack",49,5,0.0,18.15,17.93,Critical,2014
EG-2014-5490,2014-12-16,2014-12-20,Standard Class,Keith Herrera,Consumer,Al Iskandariyah,Egypt,Africa,Africa,OFF-ROG-10001549,Office Supplies,Storage,"Rogers Shelving, Blue",124,2,0.0,6.18,13.07,Medium,2014
ES-2014-4012309,2014-12-17,2014-12-21,Standard Class,Jane Waco,Corporate,Galicia,Spain,EU,South,OFF-BI-10002674,Office Supplies,Binders,"Cardinal Binder Covers, Recycled",37,3,0.0,16.65,2.11,Medium,2014
CA-2014-137428,2014-12-17,2014-12-22,Second Class,Andy Yotov,Corporate,California,United States,US,West,FUR-CH-10002774,Furniture,Chairs,"Global Deluxe Stacking Chair, Gray",82,2,0.2,9.1764,2.88,High,2014
CA-2014-137428,2014-12-17,2014-12-22,Second Class,Andy Yotov,Corporate,California,United States,US,West,OFF-BI-10002949,Office Supplies,Binders,Prestige Round Ring Binders,24,5,0.2,8.208,2.2,High,2014
NI-2014-1070,2014-12-17,2014-12-22,Second Class,Todd Boyes,Corporate,Lagos,Nigeria,Africa,Africa,OFF-GRE-10004054,Office Supplies,Paper,"Green Bar Memo Slips, Multicolor",22,4,0.7,-25.008,2.22,Medium,2014
NI-2014-1070,2014-12-17,2014-12-22,Second Class,Todd Boyes,Corporate,Lagos,Nigeria,Africa,Africa,TEC-ENE-10003125,Technology,Accessories,"Enermax Flash Drive, Programmable",26,2,0.7,-29.268,2.22,Medium,2014
CA-2014-104381,2014-12-17,2014-12-24,Standard Class,Ross DeVincentis,Home Office,New York,United States,US,East,OFF-BI-10001628,Office Supplies,Binders,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",33,4,0.2,10.43,2.27,Medium,2014
ES-2014-2964353,2014-12-17,2014-12-22,Standard Class,Barry Blumstein,Corporate,Ile-de-France,France,EU,Central,OFF-EN-10000648,Office Supplies,Envelopes,"Jiffy Peel and Seal, with clear poly window",47,2,0.0,8.94,2.32,Medium,2014
CA-2014-137463,2014-12-17,2014-12-21,Second Class,Kalyca Meade,Corporate,California,United States,US,West,OFF-AR-10001988,Office Supplies,Art,Bulldog Table or Wall-Mount Pencil Sharpener,30,5,0.0,8.6855,3.15,Medium,2014
MX-2014-117954,2014-12-17,2014-12-22,Standard Class,David Smith,Corporate,Beni,Bolivia,LATAM,South,OFF-EN-10004788,Office Supplies,Envelopes,"Cameo Manila Envelope, Recycled",52,3,0.0,9.24,4.61,High,2014
CA-2014-137428,2014-12-17,2014-12-22,Second Class,Andy Yotov,Corporate,California,United States,US,West,FUR-FU-10002445,Furniture,Furnishings,"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",19,2,0.0,7.584,3.31,High,2014
ES-2014-1734818,2014-12-17,2014-12-23,Standard Class,Jessica Myrick,Consumer,Provence-Alpes-Côte d'Azur,France,EU,Central,OFF-BI-10002289,Office Supplies,Binders,"Ibico Binder, Economy",31,2,0.0,8.64,3.31,Low,2014
CA-2014-137463,2014-12-17,2014-12-21,Second Class,Kalyca Meade,Corporate,California,United States,US,West,OFF-LA-10003498,Office Supplies,Labels,Avery 475,44,3,0.0,22.2,3.69,Medium,2014
TU-2014-9180,2014-12-17,2014-12-21,Standard Class,Deirdre Greer,Corporate,Ankara,Turkey,EMEA,EMEA,TEC-ENE-10004192,Technology,Accessories,"Enermax Keyboard, Bluetooth",33,1,0.6,-10.026,3.85,High,2014
ES-2014-2964353,2014-12-17,2014-12-22,Standard Class,Barry Blumstein,Corporate,Ile-de-France,France,EU,Central,OFF-EN-10001997,Office Supplies,Envelopes,"GlobeWeis Business Envelopes, with clear poly window",63,3,0.0,18.72,3.91,Medium,2014
CA-2014-137463,2014-12-17,2014-12-21,Second Class,Kalyca Meade,Corporate,California,United States,US,West,TEC-AC-10000057,Technology,Accessories,Microsoft Natural Ergonomic Keyboard 4000,150,5,0.0,31.4895,4.16,Medium,2014
ES-2014-5292672,2014-12-17,2014-12-22,Standard Class,Sung Shariari,Consumer,North Rhine-Westphalia,Germany,EU,Central,OFF-FA-10004878,Office Supplies,Fasteners,"Stockwell Clamps, Bulk Pack",38,2,0.0,3.0,2.07,Medium,2014
ES-2014-5093967,2014-12-17,2014-12-23,Standard Class,Beth Fritzler,Corporate,Rhône-Alpes,France,EU,Central,OFF-FA-10003930,Office Supplies,Fasteners,"Stockwell Push Pins, Assorted Sizes",35,3,0.0,11.7,3.17,Low,2014
IN-2014-68092,2014-12-17,2014-12-17,Same Day,Laurel Elliston,Consumer,Bangkok,Thailand,APAC,Southeast Asia,FUR-FU-10004778,Furniture,Furnishings,"Deflect-O Light Bulb, Duo Pack",28,2,0.27,-5.727,1.69,Medium,2014
IT-2014-3434836,2014-12-17,2014-12-22,Standard Class,Erica Hernandez,Home Office,England,United Kingdom,EU,North,OFF-BI-10003650,Office Supplies,Binders,"Ibico Index Tab, Clear",9,2,0.5,-5.73,0.25,Medium,2014
UZ-2014-2920,2014-12-17,2014-12-23,Standard Class,Lindsay Williams,Corporate,Andijan,Uzbekistan,EMEA,EMEA,OFF-TEN-10003211,Office Supplies,Storage,"Tenex Box, Wire Frame",16,1,0.0,7.14,1.52,Low,2014
RS-2014-3790,2014-12-17,2014-12-20,Second Class,Darren Powers,Consumer,Kaluga,Russia,EMEA,EMEA,OFF-TEN-10000794,Office Supplies,Storage,"Tenex Shelving, Wire Frame",54,1,0.0,6.42,0.04,Medium,2014
TU-2014-600,2014-12-17,2014-12-23,Standard Class,Giulietta Weimer,Consumer,Istanbul,Turkey,EMEA,EMEA,TEC-STA-10002650,Technology,Machines,"StarTech Card Printer, Wireless",65,1,0.6,-53.97,4.99,Medium,2014
CA-2014-137463,2014-12-17,2014-12-21,Second Class,Kalyca Meade,Corporate,California,United States,US,West,OFF-BI-10003196,Office Supplies,Binders,Accohide Poly Flexible Ring Binders,6,2,0.2,2.244,0.29,Medium,2014
MX-2014-129154,2014-12-17,2014-12-21,Second Class,Nora Pelletier,Home Office,Amazonas,Brazil,LATAM,South,OFF-SU-10001851,Office Supplies,Supplies,"Stiletto Ruler, Steel",10,1,0.0,2.94,0.33,Medium,2014
RS-2014-3790,2014-12-17,2014-12-20,Second Class,Darren Powers,Consumer,Kaluga,Russia,EMEA,EMEA,OFF-BIN-10003089,Office Supplies,Art,"Binney & Smith Highlighters, Easy-Erase",17,1,0.0,6.06,0.4,Medium,2014
CA-2014-111808,2014-12-17,2014-12-21,Standard Class,Andrew Roberts,Consumer,Oklahoma,United States,US,Central,OFF-BI-10004656,Office Supplies,Binders,Peel & Stick Add-On Corner Pockets,11,5,0.0,5.184,0.63,High,2014
NI-2014-9870,2014-12-17,2014-12-19,First Class,Phillip Flathmann,Consumer,Oyo,Nigeria,Africa,Africa,OFF-KRA-10004892,Office Supplies,Envelopes,"Kraft Clasp Envelope, Set of 50",3,1,0.7,-6.3,0.66,Critical,2014
SF-2014-9190,2014-12-17,2014-12-21,Standard Class,Fred Harton,Consumer,Gauteng,South Africa,Africa,Africa,OFF-BIN-10000901,Office Supplies,Art,"Binney & Smith Pens, Water Color",30,2,0.0,10.86,1.68,Medium,2014
IN-2014-54582,2014-12-17,2014-12-21,Standard Class,Edward Nazzal,Consumer,Kalimantan Selatan,Indonesia,APAC,Southeast Asia,OFF-EN-10000224,Office Supplies,Envelopes,"Cameo Clasp Envelope, Recycled",13,3,0.47,-6.7671,0.71,Medium,2014
IS-2014-8740,2014-12-17,2014-12-23,Standard Class,Michelle Huthwaite,Consumer,Tel Aviv,Israel,EMEA,EMEA,FUR-DEF-10002814,Furniture,Furnishings,"Deflect-O Stacking Tray, Erganomic",48,2,0.0,13.38,0.75,Medium,2014
UP-2014-6890,2014-12-17,2014-12-23,Standard Class,Guy Thornton,Consumer,Dnipropetrovs'k,Ukraine,EMEA,EMEA,OFF-BIN-10004563,Office Supplies,Art,"Binney & Smith Pencil Sharpener, Easy-Erase",28,1,0.0,3.06,0.89,Medium,2014
ES-2014-5093967,2014-12-17,2014-12-23,Standard Class,Beth Fritzler,Corporate,Rhône-Alpes,France,EU,Central,OFF-BI-10000171,Office Supplies,Binders,"Wilson Jones Index Tab, Recycled",7,1,0.0,1.89,0.99,Low,2014
NI-2014-9870,2014-12-17,2014-12-19,First Class,Phillip Flathmann,Consumer,Oyo,Nigeria,Africa,Africa,OFF-STA-10004163,Office Supplies,Art,"Stanley Markers, Fluorescent",14,2,0.7,-16.944,1.04,Critical,2014
CA-2014-161578,2014-12-17,2014-12-22,Second Class,Rick Bensley,Home Office,California,United States,US,West,OFF-PA-10002986,Office Supplies,Paper,Xerox 1898,13,2,0.0,6.4128,1.23,High,2014
SA-2014-500,2014-12-17,2014-12-22,Standard Class,Alex Grayson,Consumer,Makkah,Saudi Arabia,EMEA,EMEA,OFF-SME-10000335,Office Supplies,Storage,"Smead Box, Wire Frame",20,2,0.0,3.3,1.25,Medium,2014
IN-2014-54582,2014-12-17,2014-12-21,Standard Class,Edward Nazzal,Consumer,Kalimantan Selatan,Indonesia,APAC,Southeast Asia,OFF-BI-10000328,Office Supplies,Binders,"Acco Binding Machine, Clear",84,2,0.17,18.153,1.37,Medium,2014
MX-2014-138940,2014-12-17,2014-12-23,Standard Class,Pete Takahito,Consumer,Querétaro,Mexico,LATAM,North,OFF-BI-10003503,Office Supplies,Binders,"Cardinal Index Tab, Economy",12,2,0.0,3.72,0.74,Low,2014
NI-2014-1070,2014-12-17,2014-12-22,Second Class,Todd Boyes,Corporate,Lagos,Nigeria,Africa,Africa,FUR-HON-10004137,Furniture,Chairs,"Hon Rocking Chair, Set of Two",40,1,0.7,-54.489,5.07,Medium,2014
IS-2014-4250,2014-12-17,2014-12-20,First Class,Meg O'Connel,Home Office,Haifa,Israel,EMEA,EMEA,OFF-NOV-10004968,Office Supplies,Labels,"Novimex Removable Labels, Adjustable",16,2,0.0,0.0,5.24,High,2014
IN-2014-68092,2014-12-17,2014-12-17,Same Day,Laurel Elliston,Consumer,Bangkok,Thailand,APAC,Southeast Asia,FUR-FU-10001045,Furniture,Furnishings,"Eldon Photo Frame, Durable",40,1,0.27,12.6822,5.54,Medium,2014
RS-2014-3790,2014-12-17,2014-12-20,Second Class,Darren Powers,Consumer,Kaluga,Russia,EMEA,EMEA,FUR-ADV-10000571,Furniture,Furnishings,"Advantus Frame, Erganomic",219,2,0.0,70.2,28.76,Medium,2014
IS-2014-4250,2014-12-17,2014-12-20,First Class,Meg O'Connel,Home Office,Haifa,Israel,EMEA,EMEA,FUR-HON-10000722,Furniture,Chairs,"Hon Rocking Chair, Adjustable",133,1,0.0,63.87,31.04,High,2014
ID-2014-53728,2014-12-17,2014-12-17,Same Day,Jas O'Carroll,Consumer,Bali,Indonesia,APAC,Southeast Asia,OFF-EN-10002035,Office Supplies,Envelopes,"Kraft Mailers, Set of 50",140,7,0.47,-81.8685,32.23,High,2014
PL-2014-6550,2014-12-17,2014-12-20,Second Class,Nick Radford,Consumer,Masovia,Poland,EMEA,EMEA,FUR-BUS-10000332,Furniture,Bookcases,"Bush Library with Doors, Traditional",364,1,0.0,18.21,38.58,Medium,2014
ID-2014-11826,2014-12-17,2014-12-20,Second Class,Tracy Poddar,Corporate,Jawa Tengah,Indonesia,APAC,Southeast Asia,FUR-CH-10004196,Furniture,Chairs,"Novimex Swivel Stool, Red",480,4,0.27,-13.2168,42.88,High,2014
NI-2014-9870,2014-12-17,2014-12-19,First Class,Phillip Flathmann,Consumer,Oyo,Nigeria,Africa,Africa,OFF-HOO-10000335,Office Supplies,Appliances,"Hoover Microwave, White",184,2,0.7,-263.832,43.03,Critical,2014
IS-2014-4250,2014-12-17,2014-12-20,First Class,Meg O'Connel,Home Office,Haifa,Israel,EMEA,EMEA,OFF-CUI-10003993,Office Supplies,Appliances,"Cuisinart Microwave, Red",278,1,0.0,75.18,63.45,High,2014
IT-2014-3434836,2014-12-17,2014-12-22,Standard Class,Erica Hernandez,Home Office,England,United Kingdom,EU,North,TEC-CO-10003608,Technology,Copiers,"Canon Fax Machine, Color",1279,8,0.5,-639.72,75.13,Medium,2014
RS-2014-3790,2014-12-17,2014-12-20,Second Class,Darren Powers,Consumer,Kaluga,Russia,EMEA,EMEA,TEC-APP-10002966,Technology,Phones,"Apple Smart Phone, Full Size",638,1,0.0,178.5,91.69,Medium,2014
ES-2014-5093967,2014-12-17,2014-12-23,Standard Class,Beth Fritzler,Corporate,Rhône-Alpes,France,EU,Central,TEC-MA-10004609,Technology,Machines,"Okidata Inkjet, White",1058,4,0.15,-24.99,105.7,Low,2014
IN-2014-70738,2014-12-17,2014-12-23,Standard Class,Rick Bensley,Home Office,Tamil Nadu,India,APAC,Central Asia,TEC-PH-10001917,Technology,Phones,"Apple Signal Booster, Cordless",1814,13,0.0,145.08,109.95,Medium,2014
MX-2014-124744,2014-12-17,2014-12-19,First Class,Muhammed Yedwab,Corporate,Matagalpa,Nicaragua,LATAM,Central,FUR-BO-10003438,Furniture,Bookcases,"Dania Corner Shelving, Pine",576,7,0.0,120.82,111.15,Critical,2014
MX-2014-124744,2014-12-17,2014-12-19,First Class,Muhammed Yedwab,Corporate,Matagalpa,Nicaragua,LATAM,Central,FUR-BO-10001739,Furniture,Bookcases,"Dania Classic Bookcase, Mobile",276,1,0.0,49.58,113.01,Critical,2014
US-2014-116862,2014-12-17,2014-12-21,Standard Class,Andy Gerbode,Corporate,Guanajuato,Mexico,LATAM,North,FUR-CH-10001897,Furniture,Chairs,"Hon Executive Leather Armchair, Adjustable",1698,7,0.2,-63.756,217.03,High,2014
MX-2014-124744,2014-12-17,2014-12-19,First Class,Muhammed Yedwab,Corporate,Matagalpa,Nicaragua,LATAM,Central,OFF-AP-10002681,Office Supplies,Appliances,"Hamilton Beach Stove, Black",1806,5,0.0,126.4,381.14,Critical,2014
ES-2014-1010305,2014-12-17,2014-12-21,Second Class,Christine Abelman,Corporate,Midi-Pyrénées,France,EU,Central,TEC-PH-10004450,Technology,Phones,"Cisco Office Telephone, Full Size",347,5,0.15,16.2375,25.47,Medium,2014
ID-2014-11826,2014-12-17,2014-12-20,Second Class,Tracy Poddar,Corporate,Jawa Tengah,Indonesia,APAC,Southeast Asia,OFF-AP-10000900,Office Supplies,Appliances,"Cuisinart Coffee Grinder, White",153,5,0.17,-18.4875,25.47,High,2014
MX-2014-124744,2014-12-17,2014-12-19,First Class,Muhammed Yedwab,Corporate,Matagalpa,Nicaragua,LATAM,Central,FUR-BO-10004472,Furniture,Bookcases,"Dania Library with Doors, Pine",1213,5,0.0,606.2,269.53,Critical,2014
MX-2014-124744,2014-12-17,2014-12-19,First Class,Muhammed Yedwab,Corporate,Matagalpa,Nicaragua,LATAM,Central,OFF-EN-10002710,Office Supplies,Envelopes,"GlobeWeis Interoffice Envelope, with clear poly window",68,2,0.0,5.44,19.93,Critical,2014
MX-2014-157924,2014-12-17,2014-12-20,First Class,Herbert Flentye,Consumer,Chihuahua,Mexico,LATAM,North,TEC-PH-10001580,Technology,Phones,"Apple Office Telephone, VoIP",131,3,0.0,47.04,5.82,High,2014
ID-2014-41653,2014-12-17,2014-12-24,Standard Class,Toby Gnade,Consumer,Jakarta,Indonesia,APAC,Southeast Asia,OFF-SU-10000789,Office Supplies,Supplies,"Kleencut Box Cutter, Serrated",50,3,0.47,-10.3635,5.92,Low,2014
ES-2014-1734818,2014-12-17,2014-12-23,Standard Class,Jessica Myrick,Consumer,Provence-Alpes-Côte d'Azur,France,EU,Central,OFF-BI-10000538,Office Supplies,Binders,"Acco Binding Machine, Clear",101,2,0.0,11.1,5.92,Low,2014
NI-2014-9870,2014-12-17,2014-12-19,First Class,Phillip Flathmann,Consumer,Oyo,Nigeria,Africa,Africa,TEC-OKI-10002547,Technology,Machines,"Okidata Phone, Durable",52,2,0.7,-83.538,6.45,Critical,2014
RS-2014-6450,2014-12-17,2014-12-20,Second Class,Paul Prost,Home Office,Bryansk,Russia,EMEA,EMEA,TEC-LOG-10003634,Technology,Accessories,"Logitech Numeric Keypad, Programmable",48,1,0.0,6.21,7.1,High,2014
RS-2014-6450,2014-12-17,2014-12-20,Second Class,Paul Prost,Home Office,Bryansk,Russia,EMEA,EMEA,TEC-CIS-10001877,Technology,Phones,"Cisco Office Telephone, with Caller ID",80,1,0.0,10.44,8.32,High,2014
MX-2014-124744,2014-12-17,2014-12-19,First Class,Muhammed Yedwab,Corporate,Matagalpa,Nicaragua,LATAM,Central,FUR-FU-10000975,Furniture,Furnishings,"Eldon Clock, Black",75,2,0.0,30.12,10.13,Critical,2014
MX-2014-124744,2014-12-17,2014-12-19,First Class,Muhammed Yedwab,Corporate,Matagalpa,Nicaragua,LATAM,Central,OFF-SU-10002189,Office Supplies,Supplies,"Fiskars Shears, Easy Grip",33,1,0.0,16.42,7.15,Critical,2014
IN-2014-85298,2014-12-17,2014-12-19,First Class,Ted Trevino,Consumer,Northland,New Zealand,APAC,Oceania,OFF-BI-10003364,Office Supplies,Binders,"Cardinal 3-Hole Punch, Clear",57,2,0.0,23.7,13.31,High,2014
CA-2014-137428,2014-12-17,2014-12-22,Second Class,Andy Yotov,Corporate,California,United States,US,West,FUR-CH-10003817,Furniture,Chairs,"Global Value Steno Chair, Gray",97,2,0.2,6.074,14.56,High,2014
ID-2014-11826,2014-12-17,2014-12-20,Second Class,Tracy Poddar,Corporate,Jawa Tengah,Indonesia,APAC,Southeast Asia,FUR-FU-10004509,Furniture,Furnishings,"Advantus Door Stop, Duo Pack",99,3,0.27,2.6271,14.71,High,2014
CA-2014-161578,2014-12-17,2014-12-22,Second Class,Rick Bensley,Home Office,California,United States,US,West,OFF-ST-10002289,Office Supplies,Storage,"Safco Wire Cube Shelving System, For Use as 4 or 5 14"" Cubes, Black",159,5,0.0,7.945,15.27,High,2014
AU-2014-3670,2014-12-17,2014-12-22,Standard Class,Dianna Arnett,Home Office,Upper Austria,Austria,EMEA,EMEA,OFF-IBI-10003541,Office Supplies,Binders,"Ibico Binding Machine, Economy",720,14,0.0,64.68,15.41,Medium,2014
CA-2014-137463,2014-12-17,2014-12-21,Second Class,Kalyca Meade,Corporate,California,United States,US,West,TEC-AC-10000358,Technology,Accessories,Imation Secure Drive + Hardware Encrypted USB flash drive - 16 GB,190,5,0.0,45.588,17.06,Medium,2014
IN-2014-71375,2014-12-17,2014-12-21,Standard Class,Greg Matthias,Consumer,Victoria,Australia,APAC,Oceania,TEC-PH-10001590,Technology,Phones,"Motorola Headset, with Caller ID",144,2,0.1,19.092,19.77,High,2014
